"doi";"year";"form_version";"referenceid";"username";"is_open_data";"open_data_category";"is_reuse";"is_open_code";"das";"open_data_statements";"cas";"open_code_statements";"reference_to_data";"comment_1_reference";"comments_vladi";"data_availability_statement";"comment_2_das";"findability";"comment_4_findability";"not_a_supplement";"comment_3_repository";"data_identifier";"comment_identifier";"repository";"data_access";"comment_5_data_access";"restricted_authorship";"comment_restricted_authorship";"year_of_data_publication";"comment_year";"dataset_license";"comment_4_license";"license_name";"own_or_reuse_data";"comment_2_own_data";"machine_readable_format";"comment_6_machine_readability";"multi_select_excel";"multi_select_csv_tsv";"multi_select_txt_docs";"multi_select_other_text_formats";"multi_select_video";"multi_select_audio";"multi_select_picture";"multi_select_fasta_fastq";"multi_select_raw";"multi_select_generic_format";"multi_select_genetic_sequences";"multi_select_subject_specific_format";"multi_select_spss";"multi_select_unsure";"comment_7_format";"illustrative_files";"comment_8_illustrative_files";"analytical_replication";"comment_9_analytical_replication";"open_data_assessment";"comment_10_assessment";"other_comments";"comment_other_datasets";"open_data_manual_check";"restricted_manual_check";"form"
"10.1038/s41467-020-16625-7";2020;"Openness 2021";NA;NA;TRUE;"supplement";NA;FALSE;NA;"in fact when compared with healthy controls we found that rituximab-treated nmosd (nmo-ritux) patients had many more downregulated genes compared with nmosd patients who 2  were not on rituximab (nmo-other tx) or who were untreated (nmo-untreated) (fig. 1a;NA;"NULL";"yes";NA;NA;NA;NA;"NULL";NA;"no";NA;"supplement";NA;NA;"NULL";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"NULL";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";NA;"no_open_data";NA;NA;NA;"false";"false";NA
"10.1038/s41467-020-16641-7";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository, supplement";NA;FALSE;NA;"data availability low coverage wgs binary alignment map (bam) ?les from nanopore sequencing are available through controlled access at the european genome-phenome archive (ega) hosted at the ebi and the crg (https://ega-archive.org) with accession number egas00001003964.   we performed two separate library preparations (pp1 and pp2) and targeted two different exons for each of the three genomic loci per library (fig. 2a and supplementary data 1).;     as a positive control we targeted two genomic loci (c9orf72 and fmr1) for which we previously performed targeted sequencing and used two crrnas ?anking the roi and with each targeting one of the two different strands (fig. 2a and supplementary data 1).;     sequencing resulted in a throughput of 1.665 gbs which corresponds to a mean genome coverage of 0.5x (supplementary data 1).;     the average read-length was 9.9 kb (fig. 2g and supplementary data 1) and on average 116 reads crossed the most common fusion breakpoint-locations (fig. 2b;NA;"NULL";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://ega-archive.org/studies/EGAS00001003964";NA;NA;"restricted";NA;NA;NA;NA;NA;NA;NA;NA;"unsure";NA;"NULL";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";NA;"NULL";NA;NA;NA;"false";"false";NA
"10.1038/s41467-020-16734-3";2020;"Openness 2021";NA;NA;TRUE;"general-purpose repository";NA;TRUE;NA;"code availability all code used to analyze the dataset is openly available within lead-dbs/-connectome software (https://github.com/leaddbs/leaddbs).";NA;"code availability all code used to analyze the dataset is openly available within lead-dbs/-connectome software (https://github.com/leaddbs/leaddbs).";"yes";NA;NA;NA;NA;"NULL";NA;"no";NA;"supplement";NA;NA;"NULL";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"NULL";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";NA;"no_open_data";NA;NA;NA;"false";"false";NA
"10.1038/s41467-020-16929-8";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository";NA;FALSE;NA;"proteomics data have been deposited to pride server under accession code pxd017341 [http://proteomecentral.proteomexchange.org/cgi/getdataset?";NA;"NULL";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"http://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD017341";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"1";NA;"NULL";"NULL";"NULL";"NULL";NA;"yes";NA;"yes";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41467-020-17060-4";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository, data availability statement";NA;FALSE;NA;"data availability nucleotide sequence data are available in the ddbj/embl/genbank databases under the accession numbers mn175570 mn175569 mn164487 mn164486 and mn121937.      data availability nucleotide sequence data are available in the ddbj/embl/genbank databases under the accession numbers mn175570";NA;"NULL";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://www.ncbi.nlm.nih.gov/nuccore/MN175570";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"1";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"yes";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41467-020-17467-z";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository, data availability statement";NA;FALSE;NA;"data availability the mouse model-derived raw microarray data;NA;"NULL";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE134753";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"1";"NULL";"NULL";NA;"NULL";NA;"yes";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41467-020-18084-6";2020;"Openness 2021";NA;NA;TRUE;"supplement, data availability statement";NA;FALSE;NA;"the current study also identi?ed additional prominent mitochondrial genes including the mitochondrial enzyme hsd17b10 (a?-binding alcohol dehydrogenase abad) involved in isoleucine and neurosteroid metabolism which was a very strong low atp respiratory hit and a weak high atp glycolytic hit (supplementary data 1).;     2 supplementary data 2).;     2 supplementary data 2).;     multiple testing correction via false discovery rate estimation and exact p-values for each pathway are provided in supplementary data 2.  included steroid biosynthesis and the pi3kci pathway in basal conditions.;     to determine if high atp hits increased mitochondrial content we transduced k562 cells with mini-library including 1;NA;"NULL";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://doi.org/10.6084/m9.figshare.12678938";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"yes";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41467-020-18151-y";2020;"Openness 2021";NA;NA;TRUE;"supplement";NA;FALSE;NA;"we used publicly available data from the mc3 and pcawg repositories consisting of ~3.6 m and ~47 m variants respectively (fig. 1a). 746 samples were sequenced by both wes and wgs comprising various aliquots and portions of the same tumor (supplementary data 1 fig. 1b).;     ultimately we decided to only remove oxog labeled artifacts and duplicated events produced by these ?lters (see ;NA;"NULL";"yes";NA;NA;NA;NA;"yes";NA;"unsure";NA;"https://www.synapse.org/#!Synapse:syn4983466";NA;NA;"restricted";NA;NA;NA;NA;NA;NA;NA;NA;"unsure";NA;"NULL";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";NA;"NULL";NA;NA;NA;"false";"false";NA
"10.1038/s41467-020-18372-1";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository, general-purpose repository, supplement";NA;TRUE;NA;"the genomic tracerx data can be downloaded from the european genome-phenome archive (ega) which is hosted by the european bioinformatics institute (ebi) and the centre for genomic regulation (crg) under the accession number egas00001002247.  code for the data analysis can be downloaded from https://github.com/ mcgranahanlab/mcl1ampli?cation. a similar relationship was observed for additional 316 genes for luad and 276 genes for lusc located on chromosome 1 (supplementary data 1;NA;"code for the data analysis can be downloaded from https://github.com/ mcgranahanlab/mcl1ampli?cation.";"yes";NA;NA;NA;NA;"NULL";NA;"NULL";NA;"https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000178.v11.p8";NA;NA;"NULL";NA;NA;NA;NA;NA;NA;NA;NA;"open_data_reuse";NA;"NULL";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";NA;"NULL";NA;NA;NA;"false";"false";NA
"10.1038/s41467-020-18542-1";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository, supplement";NA;FALSE;NA;"data availability ms raw data and maxquant output tables have been deposited to the proteomexchange consortium via the pride partner repository with the dataset identi?er pxd016334.   we quanti?ed about 1500;NA;"NULL";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://www.ebi.ac.uk/pride/archive/projects/PXD016334";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"1";NA;"NULL";"NULL";"NULL";"NULL";NA;"yes";NA;"replication";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41467-020-18826-6";2020;"Openness 2021";NA;NA;TRUE;"data availability statement";NA;TRUE;NA;"data availability a reporting summary for this article is available as a supplementary information ?le. the original data are provided as (i) source-reconstructed meg data at [https://doi";NA;"code availability the python code for all analysis steps is available at https://github.com/donnerlab/ 2020_large-scale-dynamics-of-perceptual-decision-information-across-humancortex.";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://doi.org/10.6084/m9.figshare.12770366";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"unsure";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"NULL";"NULL";"1";NA;"inapplicable";NA;"replication";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41467-020-19002-6";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository, data availability statement";NA;FALSE;NA;"data availability rna-sequencing data are deposited and accessible under ncbi geo database number gse115103.      data availability rna-sequencing data are deposited and accessible under ncbi geo database number gse115103";NA;"NULL";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE115103";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"yes";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41467-020-19321-8";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository, data availability statement";NA;FALSE;NA;"data availability the atomic coordinates of natc have been deposited in the protein data bank with accession numbers 6yga (natc apo) 6ygb (natc;NA;"NULL";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://www.wwpdb.org/pdb?id=pdb_00006yga";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"1";"NULL";"NULL";NA;"NULL";NA;"yes";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41467-020-19996-z";2020;"Openness 2021";NA;NA;TRUE;"supplement";NA;FALSE;NA;"we identi?ed covid-19-relevant candidate proteins based on different layers of evidence to be involved in the pathology of covid-19: (1) two human proteins related to viral entry12 (2) 332 human proteins shown to interact with viral proteins3 (3) 26 proteomic markers of disease severity7 and (4) 54 protein biomarkers of adverse prognosis complications and disease deterioration4;NA;"NULL";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://www.mrc-epid.cam.ac.uk/research/studies/fenland/information-for-researchers/";NA;NA;"restricted";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"NULL";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";NA;"NULL";NA;NA;NA;"false";"false";NA
"10.1038/s41467-020-20064-9";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository, supplement, data availability statement";NA;TRUE;NA;"data availability the next-generation sequencing datasets generated in this study are available in the arrayexpress under accession numbers e-mtab-8623.;     the encode project dataset used for fig. 6b is available under the accession code encsr000dzq.   next we de?ned genes that showed a dynamic expression pro?le during regeneration (supplementary fig. 4a and supplementary data 1).;     we ?rst searched for and identi?ed a cluster speci?cally expressing known nmj marker genes such as chrna1 prkar1a ache and chrne that was present in uninjured and regenerating muscle5 (fig. 1d and supplementary data 2).;     the full list of marker genes identi?ed in this study is available in supplementary data 3.;     supplementary data 2).;     this cluster also expressed other lncrnas that are all located at the same genomic locus (also known as dlk1-dio3 locus) like mirg and meg3 (fig. 3a b and supplementary data 3).;     finally we identi?ed another previously unknown population in the mdx muscle cluster c that expressed marker genes such as gpatch2 emilin1 and pde6a not previously studied in a muscle context (fig. 4c and supplementary data 3).;     to gain insights into the transcriptional control of the different nuclear compartments we investigated the expression pro?le of transcription factors and epigenetic regulators (fig. 6a and supplementary data 4).;     further the frequency of different myonuclear subtypes might suggest dynamic changes in nuclear compartments during regeneration (supplementary data 2).;     6 expression pro?les of transcription factors and epigenetic regulators across distinct nuclear subtypes. a heat-map showing the expression level of transcription factors and epigenetic regulators in indicated nuclear subtypes; see also supplementary data 4 for the full list including nuclear subtypes not shown in this ?gure. b ebf1 directly binds to genomic regions of the top 100 genes identi?ed to be speci?cally expressed in mtj-b nuclei (encode project encsr000dzq) but much less to markers of mtj-a or nmj.;     further information on sequencing platforms and multiplexing are available in supplementary data 5.;     further information on mouse conditions are summarized in supplementary data 5.;     the annealing sequences of the fish probes used in this study are available in supplementary data 6.;     the rt-qpcr primers used in this study are available in supplementary data 6.   data availability the next-generation sequencing datasets generated in this study are available in the arrayexpress under accession numbers e-mtab-8623";NA;"code availability the codes used in this study are accessible in github server (https://github.com/ bimsbbioinfo/myoexplorer).";"yes";NA;NA;NA;NA;"NULL";NA;"NULL";NA;"https://www.encodeproject.org/experiments/ENCSR000DZQ/";NA;NA;"NULL";NA;NA;NA;NA;NA;NA;NA;NA;"open_data_reuse";NA;"NULL";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";NA;"NULL";NA;NA;NA;"false";"false";NA
"10.1038/s41467-020-20222-z";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository, supplement";NA;FALSE;NA;"data availability  the rna sequencing data from facs-isolated lgr5-gfp+ intestinal stem cells (fig. 3b d and supplementary fig. 3c supplementary data 1) have been deposited in the gene expression omnibus under accession number gse148394.;     the rna sequencing data from shmll1 ls174t colon cancer cells (fig. 4c d and supplementary fig. 4r supplementary data 2) are available in the arrayexpress database under accession number e-mtab-8152.;     the human colon cancer data referenced during the study (supplementary table 3) are available in public repositories from the tcga website (tcga-coad tcga-read) and in the gene expression omnibus (geo) at ncbi (gse14333 gse33113 gse39582 gse38832 gse44076 gse13294 gse18088 and gse2109).   a volcano plot of the differentially expressed genes in ? catgof; mll1?/? versus ?-catgof; mll1+/? stem cells showed both up- and downregulation of genes (fig. 3b and supplementary data 1).;     there were also no decreases in other notch target genes such as hes5 and hey1 (supplementary data 1) which means that the upregulation of atoh1 occurs independently of a global decrease in notch signaling.;     comparison of the differentially expressed genes with a signature of mll1-ablated ?broblasts39 revealed deregulation of mll1 target genes such as smoc2 and enpp1 (supplementary fig. 4r supplementary data 2).;     we compiled 132 deregulated stem cell genes to establish an mll1-regulated colon cancer stem cell signature (supplementary data 3).;     a volcano plot of the deregulated genes overlaid with this signature showed a predominant downregulation of stem cell genes upon knockdown of mll1; these included olfm4 smoc2 igfbp4 and the wnt-regulated gene lgr541 (supplementary data 3 and fig. 4d).;     the correlation table indicates the number of common genes the jaccard index of similarity is encoded in green color shadings (lighter means more similar). d volcano plot of differentially expressed genes in shmll1 human ls174t cells (blue dots) overlaid with mll1-regulated colon cancer stem cell signature (supplementary data 3) marked as green dots and indicated by name. e mrna expression of intestinal stem cell genes and classical wnt targets in control and 6d doxycycline-induced shmll1 human ls174t spheres n = 4 samples derived from three biologically independent cell clones (igfbp4 olfm4 n = 3) two-tailed unpaired t-test lgr5 ***p = 0.001 igfbp4 **p = 0.0018 smoc2 *p = 0.015 olfm4 *p = 0.03.;     rna seq differential expression data can be found in supplementary data 1.;     rna seq differential expression data can be found in supplementary data 2.;     data availability  the rna sequencing data from facs-isolated lgr5-gfp+ intestinal stem cells (fig. 3b d and supplementary fig. 3c supplementary data 1) have been deposited in the gene expression omnibus under accession number gse148394.;     the rna sequencing data from shmll1 ls174t colon cancer cells (fig. 4c d and supplementary fig. 4r supplementary data 2) are available in the arrayexpress database under accession number e-mtab-8152.";NA;"NULL";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE148394";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"NULL";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"yes";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41541-020-0177-6";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository, data availability statement";NA;FALSE;NA;"data availability the transcriptome data are available at geo (https://www.ncbi.nlm.nih.gov/geo/) as a superseries (gse144542) with two subseries (gse144218;NA;"NULL";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE144542";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"yes";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41556-020-0529-5";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository, general-purpose repository, supplement, data availability statement";NA;FALSE;NA;"the mouse model-derived raw microarray data;NA;"NULL";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE144397";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"1";"NULL";"NULL";NA;"NULL";NA;"yes";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41573-020-0087-3";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository";NA;FALSE;NA;"68 | january 2021 | volume 20  www.nature.com/nrd   perspectives table 1 | examples of tools and resources for supporting target validation and assessment efforts tools/resources  content/references  url  the cancer genome atlas a database of various human tumour profiles based on dna rna protein expression levels and epigenetic factors165  https://www.cancer.gov/about-nci/organization/ ccg/research/structural-genomics/tcga  chemicalprobes.org  a portal that focuses on providing accessible expert advice for how to find and use chemical probes for biomedical research and drug discovery151  https://www.chemicalprobes.org/  european lead factory  a collaborative public;NA;"NULL";"n_a";NA;NA;NA;NA;"NULL";NA;"NULL";NA;"NULL";NA;NA;"NULL";NA;NA;NA;NA;NA;NA;NA;NA;"NULL";NA;"NULL";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";NA;"NULL";NA;NA;NA;"false";"false";NA
"10.1038/s41586-020-1969-6";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository, data availability statement";NA;FALSE;NA;"direct download of pcawg data aligned pcawg read data in bam format are also available at the european genome phenome archive (ega; https://www. ebi.ac.uk/ega/search/site/pcawg under accession number egas00001001692).      data sharing needs international code of conduct. nature https://doi";NA;"NULL";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://ega-archive.org/studies/EGAS00001001692";NA;NA;"restricted";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"NULL";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";NA;"NULL";NA;NA;NA;"false";"false";NA
"10.1038/s41586-020-2269-x";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository, data availability statement";NA;FALSE;NA;"data availability raw amplicon sequencing data used in this study have been deposited in the embl-ebi european nucleotide archive (ena) under accession number prjeb37249.      data availability raw amplicon sequencing data used in this study have been deposited in the embl-ebi european nucleotide archive (ena) under accession number prjeb37249";NA;"NULL";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://www.ebi.ac.uk/ena/browser/view/PRJEB37249?show=reads";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"1";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"replication";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41586-020-2314-9";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository, general-purpose repository, data availability statement";NA;TRUE;NA;"additional data are included with the analyses code at doi:10.5281/zenodo.3709273  october 2018  - accession codes unique identifiers or web links for publicly available datasets - a list of figures that have associated raw data - a description of any restrictions on data availability  1   please select the one below that is the best fit for your research. a full description of the dataset is available in a data descriptor1; the dataset is openly available at https://doi.org/10.18112/openneuro. ds001734.v1.0.4.;     fully reproducible code for all analyses of the data reported here is available at https://doi.org/10.5281/zenodo.3709273.;     the full dataset is publicly available in the brain imaging data structure (bids)23 on openneuro (https://doi.org/10.18112/openneuro.ds001734.v1.0.4) and is described in detail in a data descriptor1.;     analyses reported in this manuscript were performed using code release v.2.0.3 (https://doi.org/10.5281/zenodo.3709273).;     data availability the full fmri dataset is publicly available on openneuro (https://doi. org/10.18112/openneuro.ds001734.v1.0.4) and is described in detail in a data descriptor1.;     results (automatically generated figures results and output logs) for image analyses are available for anonymous download at https://doi. org/10.5281/zenodo.3709275.;     analyses reported in this manuscript were performed using code release v.2.0.3 (https://doi.org/10.5281/ zenodo.3709273).;     data analysis  fully reproducible code for the analyses of the analysis teams' submitted results and statistical maps as well as the prediction markets are available at doi: 10.5281/zenodo.3709273.;     this statement should provide the following information where applicable:  the fmri dataset is openly available via openneuro at doi:10.18112/openneuro.ds001734.v1.0.4.;     additional data are included with the analyses code at doi:10.5281/zenodo.3709273  october 2018  - accession codes unique identifiers or web links for publicly available datasets - a list of figures that have associated raw data - a description of any restrictions on data availability  1   please select the one below that is the best fit for your research.;     materials & experimental systems  methods  n/a involved in the study  n/a involved in the study  antibodies  chip-seq  eukaryotic cell lines  flow cytometry  palaeontology  mri-based neuroimaging  animals and other organisms human research participants clinical data  policy information about studies involving human research participants population characteristics  fmri dataset- demographic information of the participants can be found at doi:10.18112/openneuro.ds001734.v1.0.4. 108 participants where included in the dataset: 54 in the equal indifference group (30 females mean age = 26.06 years sd age = 3.02 years) and 54 in the equal range group (30 females mean age = 25.04 years sd age = 3.99 years). code used for fmri data collection are available at https://github.com/rotemb9/ narps_scientific_data.    data availability the full fmri dataset is publicly available on openneuro";NA;"code for all analyses of the reports and statistical maps submitted by the analysis teams is openly shared in github (https://github.com/poldrack/narps).;     code availability code for all analyses of the reports and statistical maps submitted by the analysis teams is openly shared in github (https://github.com/ poldrack/narps).;     code used for fmri data collection are available at https://github.com/rotemb9/ narps_scientific_data.;     the full list of software and versions used within the code are available in the dockerfile: https://github.com/poldrack/narps/blob/master/dockerfile  for manuscripts utilizing custom algorithms or software that are central to the research but not yet described in published literature software must be made available to editors/reviewers.";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://doi.org/10.18112/openneuro.ds001734.v1.0.4";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"1";"NULL";"NULL";NA;"NULL";NA;"yes";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41586-020-2598-9";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository, data availability statement";NA;FALSE;NA;"data availability all flow cytometry data are made available at www.flowrepository. org (experiment id: fr-fcm-z2k3).      data availability all flow cytometry data are made available at www.flowrepository. org (experiment id: fr-fcm-z2k3";NA;"NULL";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"http://flowrepository.org/id/FR-FCM-Z2K3";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";"1";"NULL";"NULL";NA;"NULL";NA;"replication";NA;"open_data";NA;NA;NA;"true";"false";NA
"10.1038/s41586-020-2797-4";2020;"Openness 2021";NA;NA;TRUE;"field-specific repository";NA;TRUE;NA;"raw data are available through the human cell atlas (hca) data coordination platform (dcp) with accession number: erp123138 (https://www.ebi.ac.uk/ena/ browser/view/erp123138).;     this statement should provide the following information where applicable:  the data is made available through the human cell atlas (hca) data coordination platform (dcp) and can be accessed here: https://www.ebi.ac.uk/ena/browser/ view/erp123138.";NA;"code availability all code used for this study can be accessed as jupyter notebooks in the project github repository: https://github.com/cartal/hca_heart.";"yes";NA;NA;NA;NA;"yes";NA;"yes";NA;"https://www.ebi.ac.uk/ena/browser/view/PRJEB39602?show=reads";NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;"own_open_data";NA;"yes";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"1";"NULL";NA;"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"replication";NA;"open_data";NA;NA;NA;"true";"false";NA
